Stkcd	Accper	Typrep	Indcd	F070101B	F070201B
002303	2011-09-30	A	C22	.899502	1.000000
002303	2011-06-30	A	C22	.905965	1.097121
002303	2011-03-31	A	C22	.843904	1.000000
002303	2010-12-31	A	C22	.917013	1.086981
002303	2010-09-30	A	C22	.938825	1.000000
002303	2010-06-30	A	C22	.914887	1.078141
002303	2010-03-31	A	C22	.849815	1.000000
002303	2009-12-31	A	C22	.971427	1.069210
002304	2014-09-30	A	C15	.970157	1.000000
002304	2014-06-30	A	C15	.969033	1.071409
002304	2014-03-31	A	C15	.974476	1.000000
002304	2013-12-31	A	C15	.970614	1.055919
002304	2013-09-30	A	C15	.981358	1.000000
002304	2013-06-30	A	C15	.984546	1.040654
002304	2013-03-31	A	C15	.983246	1.000000
002304	2012-12-31	A	C15	.985307	1.029577
002304	2012-09-30	A	C15	.988225	1.000000
002304	2012-06-30	A	C15	.988153	1.026057
002304	2012-03-31	A	C15	.987363	1.000000
002304	2011-12-31	A	C15	.971696	1.029351
002304	2011-09-30	A	C15	.982696	1.000000
002304	2011-06-30	A	C15	.990325	1.028927
002304	2011-03-31	A	C15	.993949	1.000000
002304	2010-12-31	A	C15	.983173	1.037149
002304	2010-09-30	A	C15	.989088	1.000000
002304	2010-06-30	A	C15	.987210	1.032008
002304	2010-03-31	A	C15	.995802	1.000000
002304	2009-12-31	A	C15	.987657	1.018414
002305	2014-09-30	A	K70	.967520	1.000000
002305	2014-06-30	A	K70	.975888	1.005161
002305	2014-03-31	A	K70	.970465	1.000000
002305	2013-12-31	A	K70	.994519	1.002524
002305	2013-09-30	A	K70	.977841	1.000000
002305	2013-06-30	A	K70	.988320	1.003985
002305	2013-03-31	A	K70	.959618	1.000000
002305	2012-12-31	A	K70	.982762	1.002265
002305	2012-09-30	A	K70	.785699	1.000000
002305	2012-06-30	A	K70	.898972	1.034493
002305	2012-03-31	A	K70	.926121	1.000000
002305	2011-12-31	A	K70	.981472	1.002957
002305	2011-09-30	A	K70	.270161	1.000000
002305	2011-06-30	A	K70	.266594	1.254580
002305	2011-03-31	A	K70	.858805	1.000000
002305	2010-12-31	A	K70	.975439	1.005232
002305	2010-09-30	A	K70	.634515	1.000000
002305	2010-06-30	A	K70	.642045	1.113269
002305	2010-03-31	A	K70	.902374	1.000000
002305	2009-12-31	A	K70	.988996	1.005299
002306	2014-09-30	A	H62	.488305	1.000000
002306	2014-06-30	A	H62	5.671339	2.648818
002306	2014-03-31	A	H62	1.370888	1.000000
002306	2013-12-31	A	H62	.916338	.781091
002306	2013-09-30	A	H62	.888421	1.000000
002306	2013-06-30	A	H62	.889934	.434036
002306	2013-03-31	A	H62	.834558	1.000000
002306	2012-12-31	A	H62	1.326490	1.709236
002306	2012-09-30	A	H62	1.201445	1.000000
002306	2012-06-30	A	H62	1.222346	1.579833
002306	2012-03-31	A	H62	1.130536	1.000000
002306	2011-12-31	A	H62	1.098268	1.675934
002306	2011-09-30	A	H62	1.082805	1.000000
002306	2011-06-30	A	H62	1.060875	1.606454
002306	2011-03-31	A	H62	1.064172	1.000000
002306	2010-12-31	A	H62	1.014233	1.696966
002306	2010-09-30	A	H62	1.046863	1.000000
002306	2010-06-30	A	H62	1.039210	1.361456
002306	2010-03-31	A	H62	1.056550	1.000000
002306	2009-12-31	A	H62	1.051072	1.372258
002307	2014-09-30	A	E48	3.567642	1.000000
002307	2014-06-30	A	E48	3.220733	1.807228
002307	2014-03-31	A	E48	3.683374	1.000000
002307	2013-12-31	A	E48	4.773674	1.676096
002307	2013-09-30	A	E48	2.995451	1.000000
002307	2013-06-30	A	E48	3.280892	1.481668
002307	2013-03-31	A	E48	5.049463	1.000000
002307	2012-12-31	A	E48	3.086912	1.564673
002307	2012-09-30	A	E48	2.375768	1.000000
002307	2012-06-30	A	E48	2.367295	1.638623
002307	2012-03-31	A	E48	8.798884	1.000000
002307	2011-12-31	A	E48	2.157431	1.676192
002307	2011-09-30	A	E48	1.651905	1.000000
002307	2011-06-30	A	E48	1.372775	1.870484
002307	2011-03-31	A	E48	4.530568	1.000000
002307	2010-12-31	A	E48	1.590785	1.898757
002307	2010-09-30	A	E48	1.333193	1.000000
002307	2010-06-30	A	E48	1.409264	2.276768
002307	2010-03-31	A	E48	1.510172	1.000000
002307	2009-12-31	A	E48	1.230357	2.075109
002308	2014-09-30	A	C39	.836477	1.000000
002308	2014-06-30	A	C39	.889138	1.465767
002308	2014-03-31	A	C39	.873815	1.000000
002308	2013-12-31	A	C39	.857053	1.049456
002308	2013-09-30	A	C39	.952009	1.000000
002308	2013-06-30	A	C39	.961327	1.036208
002308	2013-03-31	A	C39	.980290	1.000000
002308	2012-12-31	A	C39	.924968	1.030902
002308	2012-09-30	A	C39	.945678	1.000000
002308	2012-06-30	A	C39	.939437	1.035952
002308	2012-03-31	A	C39	.921287	1.000000
002308	2011-12-31	A	C39	.867683	1.037646
002308	2011-09-30	A	C39	.959879	1.000000
002308	2011-06-30	A	C39	.954231	1.041277
002308	2011-03-31	A	C39	.972444	1.000000
002308	2010-12-31	A	C39	.911897	1.048846
002308	2010-09-30	A	C39	.968444	1.000000
002308	2010-06-30	A	C39	.955522	1.064377
002308	2010-03-31	A	C39	.987520	1.000000
002308	2009-12-31	A	C39	1.003479	1.061671
002309	2014-09-30	A	C38	-1.385092	1.000000
002309	2014-06-30	A	C38	31.787647	1.595284
002309	2014-03-31	A	C38	.167834	1.000000
002309	2013-12-31	A	C38	2.694892	1.286883
002309	2013-09-30	A	C38	-.126042	1.000000
002309	2013-06-30	A	C38	.021465	-20.938507
002309	2013-03-31	A	C38	-.137079	1.000000
002309	2012-12-31	A	C38	1.818098	1.244278
002309	2012-09-30	A	C38	1.701662	1.000000
002309	2012-06-30	A	C38	1.562662	1.274365
002309	2012-03-31	A	C38	1.634511	1.000000
002309	2011-12-31	A	C38	1.280203	1.176727
002309	2011-09-30	A	C38	1.219276	1.000000
002309	2011-06-30	A	C38	1.135224	1.129060
002309	2011-03-31	A	C38	1.151797	1.000000
002309	2010-12-31	A	C38	1.062332	1.131442
002309	2010-09-30	A	C38	1.035774	1.000000
002309	2010-06-30	A	C38	1.015593	1.102934
002309	2010-03-31	A	C38	1.017692	1.000000
002309	2009-12-31	A	C38	1.133593	1.072621
002310	2014-09-30	A	E48	1.364054	1.000000
002310	2014-06-30	A	E48	1.282727	1.022680
002310	2014-03-31	A	E48	.290098	1.000000
002310	2013-12-31	A	E48	1.156659	1.020819
002310	2013-09-30	A	E48	1.177896	1.000000
002310	2013-06-30	A	E48	1.178783	1.026265
002310	2013-03-31	A	E48	-1.677406	1.000000
002310	2012-12-31	A	E48	1.109724	1.017816
002310	2012-09-30	A	E50	1.101728	1.000000
002310	2012-06-30	A	E50	1.113187	1.019802
002310	2012-03-31	A	E50	.559785	1.000000
002310	2011-12-31	A	E50	1.041025	1.014271
002310	2011-09-30	A	E50	1.025116	1.000000
002310	2011-06-30	A	E50	1.013401	1.010189
002310	2011-03-31	A	E50	.944760	1.000000
002310	2010-12-31	A	E50	.983553	1.008278
002310	2010-09-30	A	E50	.983948	1.000000
002310	2010-06-30	A	E50	.971828	1.013991
002310	2010-03-31	A	E50	.978673	1.000000
002310	2009-12-31	A	E50	1.031786	1.018405
002311	2014-09-30	A	C13	1.111368	1.000000
002311	2014-06-30	A	C13	1.199543	1.531736
002311	2014-03-31	A	C13	2.966481	1.000000
002311	2013-12-31	A	C13	1.305578	1.519091
002311	2013-09-30	A	C13	1.218091	1.000000
002311	2013-06-30	A	C13	1.353972	1.659622
002311	2013-03-31	A	C13	6.027047	1.000000
002311	2012-12-31	A	C13	1.139954	1.336492
002311	2012-09-30	A	C13	1.129512	1.000000
002311	2012-06-30	A	C13	1.135236	1.439212
002311	2012-03-31	A	C13	3.295696	1.000000
002311	2011-12-31	A	C13	1.046503	1.248568
002311	2011-09-30	A	C13	1.024511	1.000000
002311	2011-06-30	A	C13	1.057132	1.330906
002311	2011-03-31	A	C13	1.444091	1.000000
002311	2010-12-31	A	C13	.998763	1.272456
002311	2010-09-30	A	C13	.999738	1.000000
002311	2010-06-30	A	C13	1.024170	1.413843
002311	2010-03-31	A	C13	.635620	1.000000
002311	2009-12-31	A	C13	1.135702	1.229968
002312	2014-09-30	A	C39	.024258	1.000000
002312	2014-06-30	A	C39	.374401	-1.421857
002312	2014-03-31	A	C39	.532197	1.000000
002312	2013-12-31	A	C39	1.218925	1.224527
002312	2013-09-30	A	C39	4.654383	1.000000
002312	2013-06-30	A	C39	.518161	-.091272
002312	2013-03-31	A	C39	.624077	1.000000
002312	2012-12-31	A	C39	1.138191	1.226406
002312	2012-09-30	A	C39	1.477540	1.000000
002312	2012-06-30	A	C39	1.411077	1.661731
002312	2012-03-31	A	C39	.907309	1.000000
002312	2011-12-31	A	C39	1.018653	1.248699
002312	2011-09-30	A	C39	1.000359	1.000000
002312	2011-06-30	A	C39	.990676	1.899460
002312	2011-03-31	A	C39	.570278	1.000000
002312	2010-12-31	A	C39	.975056	1.173758
002312	2010-09-30	A	C39	1.003219	1.000000
002312	2010-06-30	A	C39	1.122266	1.414698
002312	2010-03-31	A	C39	.876646	1.000000
002312	2009-12-31	A	C39	1.064256	1.120021
002313	2014-09-30	A	C39	1.775144	1.000000
002313	2014-06-30	A	C39	1.407355	1.536296
002313	2014-03-31	A	C39	1.572873	1.000000
002313	2013-12-31	A	C39	1.164392	1.471517
002313	2013-09-30	A	C39	1.043713	1.000000
002313	2013-06-30	A	C39	1.030113	1.137757
002313	2013-03-31	A	C39	1.024393	1.000000
002313	2012-12-31	A	C39	1.010088	1.161655
002313	2012-09-30	A	C39	1.015328	1.000000
002313	2012-06-30	A	C39	1.026797	1.112867
002313	2012-03-31	A	C39	1.005348	1.000000
002313	2011-12-31	A	C39	.975382	1.095268
002313	2011-09-30	A	C39	.960909	1.000000
002313	2011-06-30	A	C39	.929240	1.109777
002313	2011-03-31	A	C39	.859311	1.000000
002313	2010-12-31	A	C39	.942925	1.091197
002313	2010-09-30	A	C39	.960847	1.000000
002313	2010-06-30	A	C39	.971559	1.106835
002313	2010-03-31	A	C39	.962305	1.000000
002313	2009-12-31	A	C39	1.037526	1.093990
002314	2014-09-30	A	E50	.794958	1.000000
002314	2014-06-30	A	E50	.811057	.189685
002314	2014-03-31	A	E50	.625126	1.000000
002314	2013-12-31	A	E50	2.322894	2.574834
002314	2013-09-30	A	E50	-2.295847	1.000000
002314	2013-06-30	A	E50	-.874603	8.593697
002314	2013-03-31	A	E50	-.431854	1.000000
002314	2012-12-31	A	E50	.206991	-14.643264
002314	2012-09-30	A	C33	5.508133	1.000000
002314	2012-06-30	A	C33	6.158746	4.516874
002314	2012-03-31	A	C33	2.815640	1.000000
002314	2011-12-31	A	C33	1.059386	2.503849
002314	2011-09-30	A	C33	1.043769	1.000000
002314	2011-06-30	A	C33	1.009193	2.081949
002314	2011-03-31	A	C33	.980075	1.000000
002314	2010-12-31	A	C33	.971538	1.856004
002314	2010-09-30	A	C33	.972056	1.000000
002314	2010-06-30	A	C33	.961568	1.982219
002314	2010-03-31	A	C33	.935275	1.000000
002314	2009-12-31	A	C33	1.141589	1.717763
002315	2014-09-30	A	I64	.761778	1.000000
002315	2014-06-30	A	I64	.823668	1.173987
002315	2014-03-31	A	I64	.641267	1.000000
002315	2013-12-31	A	I64	.695927	1.193309
002315	2013-09-30	A	I64	.688863	1.000000
002315	2013-06-30	A	I64	.656303	1.210606
002315	2013-03-31	A	I64	.542840	1.000000
002315	2012-12-31	A	I64	.644364	1.241009
002315	2012-09-30	A	I64	.627325	1.000000
002315	2012-06-30	A	I64	.607326	1.281079
002315	2012-03-31	A	I64	.516907	1.000000
002315	2011-12-31	A	I64	.767491	1.160919
002315	2011-09-30	A	I64	.780602	1.000000
002315	2011-06-30	A	I64	.779684	1.140907
002315	2011-03-31	A	I64	.749523	1.000000
002315	2010-12-31	A	I64	.798463	1.149680
002315	2010-09-30	A	I64	.773053	1.000000
002315	2010-06-30	A	I64	.743218	1.180787
002315	2010-03-31	A	I64	.676527	1.000000
002315	2009-12-31	A	I64	.958338	1.135377
002316	2014-09-30	A	I65	5.596465	1.000000
002316	2014-06-30	A	I65	1.074490	1.503393
002316	2014-03-31	A	I65	3.587162	1.000000
002316	2013-12-31	A	I65	.467614	.497758
002316	2013-09-30	A	I65	1.751507	1.000000
002316	2013-06-30	A	I65	1.840885	1.272238
002316	2013-03-31	A	I65	2.029003	1.000000
002316	2012-12-31	A	I65	1.354375	1.145878
002316	2012-09-30	A	I63	1.434518	1.000000
002316	2012-06-30	A	I63	1.541255	1.273845
002316	2012-03-31	A	I63	3.139667	1.000000
002316	2011-12-31	A	I63	1.403580	1.149268
002316	2011-09-30	A	I63	1.359948	1.000000
002316	2011-06-30	A	I63	1.293166	1.190613
002316	2011-03-31	A	I63	2.721516	1.000000
002316	2010-12-31	A	I63	1.146692	1.051950
002316	2010-09-30	A	I63	1.182241	1.000000
002316	2010-06-30	A	I63	1.139775	1.037698
002316	2010-03-31	A	I63	1.827498	1.000000
002316	2009-12-31	A	I63	1.138512	1.024159
002317	2014-09-30	A	C27	.998440	1.000000
002317	2014-06-30	A	C27	.998087	1.157149
002317	2014-03-31	A	C27	.995038	1.000000
002317	2013-12-31	A	C27	.915755	1.152170
002317	2013-09-30	A	C27	.906314	1.000000
002317	2013-06-30	A	C27	.916017	1.146907
002317	2013-03-31	A	C27	.949654	1.000000
002317	2012-12-31	A	C27	.872051	1.139961
002317	2012-09-30	A	C27	.883399	1.000000
002317	2012-06-30	A	C27	.875035	1.139107
002317	2012-03-31	A	C27	.885924	1.000000
002317	2011-12-31	A	C27	.893393	1.126419
002317	2011-09-30	A	C27	.936895	1.000000
002317	2011-06-30	A	C27	.911058	1.107570
002317	2011-03-31	A	C27	.962797	1.000000
002317	2010-12-31	A	C27	.878390	1.113874
002317	2010-09-30	A	C27	.930243	1.000000
002317	2010-06-30	A	C27	.928185	1.102117
002317	2010-03-31	A	C27	.968598	1.000000
002317	2009-12-31	A	C27	1.034551	1.115628
002318	2014-09-30	A	C33	1.117965	1.000000
002318	2014-06-30	A	C33	1.117296	1.548773
002318	2014-03-31	A	C33	1.163008	1.000000
002318	2013-12-31	A	C33	1.101275	1.433509
002318	2013-09-30	A	C33	1.111199	1.000000
002318	2013-06-30	A	C33	1.118753	1.431488
002318	2013-03-31	A	C33	1.136228	1.000000
002318	2012-12-31	A	C33	1.229312	1.468790
002318	2012-09-30	A	C31	1.186936	1.000000
002318	2012-06-30	A	C31	1.221268	1.470218
002318	2012-03-31	A	C31	1.248248	1.000000
002318	2011-12-31	A	C31	1.217511	1.486521
002318	2011-09-30	A	C31	1.166117	1.000000
002318	2011-06-30	A	C31	1.134020	1.450690
002318	2011-03-31	A	C31	1.147793	1.000000
002318	2010-12-31	A	C31	1.129072	1.676587
002318	2010-09-30	A	C31	1.111194	1.000000
002318	2010-06-30	A	C31	1.109901	1.621978
002318	2010-03-31	A	C31	1.133273	1.000000
002318	2009-12-31	A	C31	1.215084	1.366826
002319	2014-09-30	A	C26	1.623208	1.000000
002319	2014-06-30	A	C26	1.522713	1.783570
002319	2014-03-31	A	C26	1.639382	1.000000
002319	2013-12-31	A	C26	1.105442	1.436541
002319	2013-09-30	A	C26	1.087976	1.000000
002319	2013-06-30	A	C26	1.095771	1.434714
002319	2013-03-31	A	C26	1.107555	1.000000
002319	2012-12-31	A	C26	1.210065	1.365078
002319	2012-09-30	A	C26	1.238411	1.000000
002319	2012-06-30	A	C26	1.354085	1.359133
002319	2012-03-31	A	C26	2.114117	1.000000
002319	2011-12-31	A	C26	1.169598	1.549051
002319	2011-09-30	A	C26	1.080498	1.000000
002319	2011-06-30	A	C26	1.098967	1.000000
002319	2011-03-31	A	C26	1.075565	1.000000
002319	2010-12-31	A	C26	.932775	1.307512
002319	2010-09-30	A	C26	.975967	1.000000
002319	2010-06-30	A	C26	.985559	1.167629
002319	2010-03-31	A	C26	.980263	1.000000
002319	2009-12-31	A	C26	1.032756	1.132179
002320	2014-09-30	A	G55	.898675	1.000000
002320	2014-06-30	A	G55	.921910	1.507050
002320	2014-03-31	A	G55	.931733	1.000000
002320	2013-12-31	A	G55	.807966	1.537905
002320	2013-09-30	A	G55	.864756	1.000000
002320	2013-06-30	A	G55	.865696	1.312492
002320	2013-03-31	A	G55	.884365	1.000000
002320	2012-12-31	A	G55	.799092	1.307610
002320	2012-09-30	A	G55	.849129	1.000000
002320	2012-06-30	A	G55	.867474	1.165621
002320	2012-03-31	A	G55	.919747	1.000000
002320	2011-12-31	A	G55	.884805	1.130477
002320	2011-09-30	A	G55	.927972	1.000000
002320	2011-06-30	A	G55	.925851	1.095877
002320	2011-03-31	A	G55	.960371	1.000000
002320	2010-12-31	A	G55	.916915	1.135386
002320	2010-09-30	A	G55	.952187	1.000000
002320	2010-06-30	A	G55	.946767	1.098309
002320	2010-03-31	A	G55	.958339	1.000000
002320	2009-12-31	A	G55	1.026907	1.144842
002321	2014-09-30	A	A03	20.557168	1.000000
002321	2014-06-30	A	A03	.081178	-19.190855
002321	2014-03-31	A	A03	.489673	1.000000
002321	2013-12-31	A	A03	.490215	-2.266669
002321	2013-09-30	A	A03	.414390	1.000000
002321	2013-06-30	A	A03	.450009	-1.502190
002321	2013-03-31	A	A03	10.266841	1.000000
002321	2012-12-31	A	A03	7.983801	4.024298
002321	2012-09-30	A	A03	-.303182	1.000000
002321	2012-06-30	A	A03	1.923970	2.808804
002321	2012-03-31	A	A03	1.461210	1.000000
002321	2011-12-31	A	A03	1.428032	2.194962
002321	2011-09-30	A	A03	1.434833	1.000000
002321	2011-06-30	A	A03	1.506099	2.143748
002321	2011-03-31	A	A03	1.520135	1.000000
002321	2010-12-31	A	A03	1.566721	2.341187
002321	2010-09-30	A	A03	1.666789	1.000000
002321	2010-06-30	A	A03	1.680403	2.609253
002321	2010-03-31	A	A03	1.772043	1.000000
002321	2009-12-31	A	A03	1.918753	2.271373
002322	2014-09-30	A	C38	.528397	1.000000
002322	2014-06-30	A	C38	.472064	2.226865
002322	2014-03-31	A	C38	.924628	1.000000
002322	2013-12-31	A	C38	.847877	1.164065
002322	2013-09-30	A	C38	.941738	1.000000
002322	2013-06-30	A	C38	.944830	1.227676
002322	2013-03-31	A	C38	.968053	1.000000
002322	2012-12-31	A	C38	.971095	1.155890
002322	2012-09-30	A	C38	.980430	1.000000
002322	2012-06-30	A	C38	.976427	1.317378
002322	2012-03-31	A	C38	.963526	1.000000
002322	2011-12-31	A	C38	.818593	1.122170
002322	2011-09-30	A	C38	.964865	1.000000
002322	2011-06-30	A	C38	.952715	1.196274
002322	2011-03-31	A	C38	1.053516	1.000000
002322	2010-12-31	A	C38	.936726	1.087836
002322	2010-09-30	A	C38	.951363	1.000000
002322	2010-06-30	A	C38	.944926	1.162178
002322	2010-03-31	A	C38	.264563	1.000000
002322	2009-12-31	A	C38	1.020090	1.065111
002323	2014-09-30	A	C35	.958175	1.000000
002323	2014-06-30	A	C35	.935984	1.975110
002323	2014-03-31	A	C35	.911034	1.000000
002323	2013-12-31	A	C35	.858963	1.593358
002323	2013-09-30	A	C35	.936444	1.000000
002323	2013-06-30	A	C35	.917381	1.336548
002323	2013-03-31	A	C35	.775060	1.000000
002323	2012-12-31	A	C35	.779093	1.245237
002323	2012-09-30	A	C35	.769178	1.000000
002323	2012-06-30	A	C35	.804041	1.174161
002323	2012-03-31	A	C35	.867577	1.000000
002323	2011-12-31	A	C35	.804847	1.110067
002323	2011-09-30	A	C35	.829549	1.000000
002323	2011-06-30	A	C35	.805013	1.105450
002323	2011-03-31	A	C35	.837123	1.000000
002323	2010-12-31	A	C35	.779573	1.058586
002323	2010-09-30	A	C35	.761089	1.000000
002323	2010-06-30	A	C35	.789781	1.037664
002323	2010-03-31	A	C35	.806122	1.000000
002323	2009-12-31	A	C35	.981207	1.027248
002324	2014-09-30	A	C29	1.068058	1.000000
002324	2014-06-30	A	C29	1.071462	1.124554
002324	2014-03-31	A	C29	1.043146	1.000000
002324	2013-12-31	A	C29	1.037332	1.117840
002324	2013-09-30	A	C29	1.027759	1.000000
002324	2013-06-30	A	C29	1.024194	1.127464
002324	2013-03-31	A	C29	1.044475	1.000000
002324	2012-12-31	A	C29	1.012039	1.089873
002324	2012-09-30	A	C29	1.022636	1.000000
002324	2012-06-30	A	C29	1.021294	1.076948
002324	2012-03-31	A	C29	.998949	1.000000
002324	2011-12-31	A	C29	.952040	1.109377
002324	2011-09-30	A	C29	.949816	1.000000
002324	2011-06-30	A	C29	.961500	1.084857
002324	2011-03-31	A	C29	.961890	1.000000
002324	2010-12-31	A	C29	.900093	1.069819
002324	2010-09-30	A	C29	.902972	1.000000
002324	2010-06-30	A	C29	.916558	1.054980
002324	2010-03-31	A	C29	1.011664	1.000000
002324	2009-12-31	A	C29	1.019662	1.028658
002325	2014-09-30	A	E50	1.031636	1.000000
002325	2014-06-30	A	E50	1.042901	1.047888
002325	2014-03-31	A	E50	1.034310	1.000000
002325	2013-12-31	A	E50	.998357	1.037380
002325	2013-09-30	A	E50	.993640	1.000000
002325	2013-06-30	A	E50	.990227	1.038946
002325	2013-03-31	A	E50	.984541	1.000000
002325	2012-12-31	A	E50	.972102	1.040167
002325	2012-09-30	A	E50	.965420	1.000000
002325	2012-06-30	A	E50	.953805	1.053842
002325	2012-03-31	A	E50	.934394	1.000000
002325	2011-12-31	A	E50	.927399	1.025597
002325	2011-09-30	A	E50	.918340	1.000000
002325	2011-06-30	A	E50	.888581	1.036420
002325	2011-03-31	A	E50	.902854	1.000000
002325	2010-12-31	A	E50	.928126	1.032576
002325	2010-09-30	A	E50	.931865	1.000000
002325	2010-06-30	A	E50	.947075	1.044736
002325	2010-03-31	A	E50	.987239	1.000000
002325	2009-12-31	A	E50	1.036531	1.038661
002326	2014-09-30	A	C26	1.466819	1.000000
002326	2014-06-30	A	C26	1.517498	1.876846
002326	2014-03-31	A	C26	1.708447	1.000000
002326	2013-12-31	A	C26	2.500259	2.385858
002326	2013-09-30	A	C26	1.830111	1.000000
002326	2013-06-30	A	C26	1.780245	1.952979
002326	2013-03-31	A	C26	1.718088	1.000000
002326	2012-12-31	A	C26	1.350915	1.592632
002326	2012-09-30	A	C26	1.288303	1.000000
002326	2012-06-30	A	C26	1.280849	1.408746
002326	2012-03-31	A	C26	1.263823	1.000000
002326	2011-12-31	A	C26	1.274589	1.468821
002326	2011-09-30	A	C26	1.213453	1.000000
002326	2011-06-30	A	C26	1.162602	1.399224
002326	2011-03-31	A	C26	1.110531	1.379553
002326	2010-12-31	A	C26	1.030574	1.486584
002326	2010-09-30	A	C26	1.071421	1.000000
002326	2010-06-30	A	C26	1.097165	1.427344
002326	2010-03-31	A	C26	1.103074	1.000000
002326	2009-12-31	A	C26	1.133827	1.394276
002327	2014-09-30	A	C17	.986286	1.000000
002327	2014-06-30	A	C17	.989927	1.103667
002327	2014-03-31	A	C17	.997354	1.000000
002327	2013-12-31	A	C17	.981354	1.092400
002327	2013-09-30	A	C17	.984077	1.000000
002327	2013-06-30	A	C17	.985422	1.098842
002327	2013-03-31	A	C17	.993068	1.000000
002327	2012-12-31	A	C17	.979101	1.093237
002327	2012-09-30	A	C17	.983997	1.000000
002327	2012-06-30	A	C17	.980954	1.106263
002327	2012-03-31	A	C17	.999005	1.000000
002327	2011-12-31	A	C17	.981722	1.079145
002327	2011-09-30	A	C17	.955364	1.000000
002327	2011-06-30	A	C17	.967318	1.092125
002327	2011-03-31	A	C17	.982545	1.000000
002327	2010-12-31	A	C17	.950300	1.109360
002327	2010-09-30	A	C17	.984383	1.000000
002327	2010-06-30	A	C17	.987654	1.124476
002327	2010-03-31	A	C17	.996278	1.000000
002327	2009-12-31	A	C17	1.038950	1.120047
002328	2014-09-30	A	C36	1.080900	1.000000
002328	2014-06-30	A	C33	1.083373	1.598701
002328	2014-03-31	A	C33	1.059456	1.000000
002328	2013-12-31	A	C33	1.070258	2.001364
002328	2013-09-30	A	C33	1.042479	1.000000
002328	2013-06-30	A	C33	1.038853	2.086166
002328	2013-03-31	A	C33	.898882	1.000000
002328	2012-12-31	A	C33	.565827	3.364755
002328	2012-09-30	A	C33	.610952	1.000000
002328	2012-06-30	A	C33	.458124	3.173555
002328	2012-03-31	A	C33	-1.501192	1.000000
002328	2011-12-31	A	C33	.884203	1.593957
002328	2011-09-30	A	C33	.932218	1.000000
002328	2011-06-30	A	C33	.837498	1.323700
002328	2011-03-31	A	C33	.813544	1.000000
002328	2010-12-31	A	C33	.894905	1.178254
002328	2010-09-30	A	C33	.988188	1.000000
002328	2010-06-30	A	C33	1.016550	1.143773
002328	2010-03-31	A	C33	1.016322	1.000000
002328	2009-12-31	A	C33	1.022760	1.111836
002329	2014-09-30	A	C14	1.250913	1.000000
002329	2014-06-30	A	C14	1.208318	1.816936
002329	2014-03-31	A	C14	1.219275	1.000000
002329	2013-12-31	A	C14	1.248023	2.197814
002329	2013-09-30	A	C14	1.245304	1.000000
002329	2013-06-30	A	C14	1.223902	1.896688
002329	2013-03-31	A	C14	1.226489	1.000000
002329	2012-12-31	A	C14	1.252787	1.979145
002329	2012-09-30	A	C14	1.199562	1.000000
002329	2012-06-30	A	C14	1.118671	1.789820
002329	2012-03-31	A	C14	.926478	1.000000
002329	2011-12-31	A	C14	.989700	1.578706
002329	2011-09-30	A	C14	.999499	1.000000
002329	2011-06-30	A	C14	1.008156	1.401655
002329	2011-03-31	A	C14	1.010088	1.000000
002329	2010-12-31	A	C14	1.011181	1.407479
002329	2010-09-30	A	C14	.972565	1.000000
002329	2010-06-30	A	C14	.972020	1.319664
002329	2010-03-31	A	C14	1.033067	1.000000
002329	2009-12-31	A	C14	1.160339	1.294597
002330	2014-09-30	A	C13	.979453	1.000000
002330	2014-06-30	A	C13	.982107	1.768315
002330	2014-03-31	A	C13	.992640	1.000000
002330	2013-12-31	A	C13	.971875	2.168767
002330	2013-09-30	A	C13	.977929	1.000000
002330	2013-06-30	A	C13	.977653	1.705654
002330	2013-03-31	A	C13	.984512	1.000000
002330	2012-12-31	A	C13	.935421	1.912812
002330	2012-09-30	A	C13	.930822	1.000000
002330	2012-06-30	A	C13	.932712	1.707551
002330	2012-03-31	A	C13	.965553	1.000000
002330	2011-12-31	A	C13	.887362	1.708054
002330	2011-09-30	A	C13	.914289	1.000000
002330	2011-06-30	A	C13	.934199	1.427994
002330	2011-03-31	A	C13	.942208	1.000000
002330	2010-12-31	A	C13	.967989	1.554490
002330	2010-09-30	A	C13	.973009	1.000000
002330	2010-06-30	A	C13	1.018104	1.338412
002330	2010-03-31	A	C13	1.054102	1.000000
002330	2009-12-31	A	C13	1.108791	1.264616
002331	2014-09-30	A	I65	.986923	1.000000
002331	2014-06-30	A	I65	.985151	1.213777
002331	2014-03-31	A	I65	.930193	1.000000
002331	2013-12-31	A	I65	.967420	1.118616
002331	2013-09-30	A	I65	.967268	1.000000
002331	2013-06-30	A	I65	.965007	1.124372
002331	2013-03-31	A	I65	.991828	1.000000
002331	2012-12-31	A	I65	.962713	1.098027
002331	2012-09-30	A	I65	.951722	1.000000
002331	2012-06-30	A	I65	.926916	1.135913
002331	2012-03-31	A	I65	.942833	1.000000
002331	2011-12-31	A	I65	.917087	1.064137
002331	2011-09-30	A	I65	.889974	1.000000
002331	2011-06-30	A	I65	.842479	1.069418
002331	2011-03-31	A	I65	.737233	1.000000
002331	2010-12-31	A	I65	.965054	1.042176
002331	2010-09-30	A	I65	.987986	1.000000
002331	2010-06-30	A	I65	1.002226	1.058579
002331	2010-03-31	A	I65	1.023299	1.000000
002331	2009-12-31	A	I65	1.041846	1.046454
002332	2014-09-30	A	C27	2.063248	1.000000
002332	2014-06-30	A	C27	2.129150	1.761702
